latitude,longitude,crime_score
12.93738548323528,80.25921158807147,94
13.047693269761021,80.32710016676207,83
13.102067303855081,80.34891007040103,79
13.173034426535164,80.16613752540546,2
13.133000271725205,80.2875402864974,97
13.082217350172344,80.18150699004708,9
13.196009107198371,80.28761205323404,26
13.154735545252592,80.29517457551724,56
13.17770416495343,80.28660160211523,32
13.133997057416877,80.13169558161059,17
13.015471558746611,80.10635096764415,33
13.028894534827343,80.19997255375911,3
13.071462252043148,80.27703404696727,2
12.948456639176683,80.13127709143708,60
13.032823982499623,80.28523922088888,4
12.920088902250436,80.18192300627936,44
13.183119315420182,80.17425312221013,67
13.059322715382523,80.22356836105895,29
12.946003311001006,80.32117788868793,83
13.026285453062627,80.28487487231375,60
12.943432670435568,80.22717197351045,26
13.205432134308786,80.29136657505558,69
13.133403835122037,80.14434622393145,28
13.03337145684114,80.30694954332641,38
13.052106860255325,80.22790657161417,52
13.159359233804812,80.30369984908681,96
13.163606803646006,80.16103360779066,10
13.038857350957175,80.16761632286305,1
13.013665619835455,80.27058096732421,16
13.09702860467218,80.32150036108428,66
13.139875938349753,80.32870394163446,90
13.061787400625073,80.27588425536166,44
13.114238319788942,80.25871773260035,17
13.017645709082375,80.30722620847088,77
12.97076195490427,80.1741670634064,50
13.041064743656868,80.18863669987931,96
12.979371352324119,80.12271859224302,34
13.069862600573048,80.1922248141362,31
13.068238206302874,80.1617316001291,82
13.010092548083598,80.16259310766158,45
13.023046174524355,80.26839699816789,38
13.159493240145919,80.15425807723108,29
12.922223758147464,80.20775834629974,90
13.008819170476267,80.16692935774596,38
13.178597415756181,80.15221563440305,71
12.928024106879123,80.19561433539458,54
12.973148484115118,80.22708545526356,14
13.185084876071551,80.27764630557103,92
13.04921778335688,80.27254004326599,93
13.105473106491404,80.189578106159,73
12.96796557116476,80.17103279968352,50
13.198448320121088,80.3326781117698,36
13.13558713089931,80.34325796392528,69
13.092792505772758,80.34490881616102,52
13.070737115585107,80.24766631304868,95
13.108530730466367,80.14980516854818,39
12.97456109722172,80.25234979391597,62
13.10840440015275,80.2376747520603,25
13.105842581223014,80.15113460676862,81
12.932279031994296,80.31671001260631,60
13.037208791546886,80.1951661091437,30
13.045535753468593,80.25517140549152,83
12.97211347774786,80.16820088396109,28
12.954174455513376,80.22426844771466,96
12.956398730435925,80.2583397870031,39
13.117092070692092,80.3335783461703,5
12.937437125871893,80.32795291183216,62
13.162907935421169,80.31866769033485,91
13.062107062870167,80.20035371312208,55
13.062502195225258,80.22918419977302,50
13.156956127089156,80.3003491302119,100
12.998762666388918,80.17459323555236,85
13.118996715941433,80.17121299088654,95
12.966337808654488,80.17410895511343,90
12.991205919104047,80.10462101970636,53
12.97077067105464,80.22335408407174,13
13.081446567115693,80.18745583418024,38
13.141569698791477,80.16350140397758,42
13.096336468460105,80.14733746869724,30
13.011954086116214,80.29244279713521,27
12.983157760974871,80.28166137177186,70
13.044053064552664,80.14338132151441,13
13.207975337889728,80.25939117079355,57
12.93354238877108,80.17510991339176,30
12.940681922352502,80.25478905117392,69
13.195175330341048,80.2350679922889,62
13.207427703548769,80.26061508689267,33
13.13742433069338,80.24269055955895,59
12.975580177214075,80.14644603864137,17
13.12813967502579,80.23497820893297,98
13.120849879106098,80.32102275779947,31
13.109179135725832,80.30856631663802,49
13.031847155469668,80.22903622633939,98
13.200816718450849,80.13537613064513,1
13.093096788231838,80.12311840098779,95
13.1388846923067,80.30144113672192,68
13.180475211982301,80.16288879764792,39
13.19134884078785,80.22913240314021,13
13.061554216447888,80.11814998713702,7
12.944564559620654,80.20187878713476,44
13.149828169474308,80.25580405575664,87
13.143286904427072,80.16594482266487,31
13.066905336447196,80.10134959558722,22
13.08002975919094,80.25519314142943,45
13.005189474469702,80.31468243235273,29
13.06393161827246,80.1403787355903,51
13.105137409499877,80.17076482896923,75
13.024408771994109,80.11364921237818,35
12.944817830819941,80.15376893501733,46
12.969211079136599,80.26032362893352,42
13.00410079260927,80.27474299666308,96
12.951289214301207,80.12617934424377,80
13.06326119865416,80.32267622806557,10
13.203556188247584,80.19378732019945,13
13.055999063948224,80.12209384284196,60
13.059865671653661,80.29680511397879,73
12.96405736365675,80.2084888826792,67
13.198160507639786,80.33411398853912,29
13.144383569809198,80.28135822543574,72
13.07698396473071,80.26765538768574,44
13.086617503116521,80.27291807335844,3
13.202379239335226,80.18311881534562,93
13.040258756755126,80.24063420195436,97
13.021583067331354,80.19392086416455,67
13.029098542500881,80.23801048409452,61
13.090560593141872,80.24260654032476,29
13.146314963172289,80.13183034662161,98
13.103717269709461,80.17927835802945,36
13.091800325504389,80.3372639649048,40
13.017961786632231,80.2723176084761,19
13.02773304978866,80.18740442555917,100
13.154803667235198,80.14927208397383,36
13.003744373713243,80.20341691919083,54
13.078287936589094,80.21487459924317,0
13.055217052593523,80.23670236139743,49
13.049389597103868,80.14444995093129,68
13.086141354657457,80.2765389266589,30
13.092606743346654,80.3029834056082,81
13.11173870326532,80.32045228385806,85
13.029314381240164,80.25238891934085,92
12.937432150966275,80.22478234616688,17
12.943862090833509,80.1650682313178,95
12.965690221589895,80.16628337316854,43
12.952608558781153,80.2721987819094,8
13.104777102155339,80.34661401926087,17
13.118409647874573,80.10573688808522,47
12.96067019233839,80.19269036830278,31
12.952751809203697,80.16835743178184,76
13.065444076936984,80.17321865478252,27
13.190597645852815,80.10315963288929,42
12.943707000343858,80.26664762726254,99
13.15201688500526,80.14638232149944,9
13.085368206285091,80.20874206992494,57
12.991170572620286,80.12296279474168,75
12.931741419610104,80.13036480274862,94
12.958436486219663,80.11869505035239,72
13.089422608023867,80.16581127591142,7
12.971337235308207,80.34897589151402,52
13.05429481291469,80.25500143805175,86
12.96005216215726,80.13614299332497,34
13.07622438273167,80.31663190962304,78
12.98494771111782,80.13361869007663,67
13.011627654735973,80.16469223934858,42
13.205623210993833,80.10011142981082,88
13.04106504655831,80.10957149577715,19
12.974499206203635,80.31615557379557,36
12.993311354688013,80.21921031912903,57
13.029857662828856,80.22716704285483,95
13.113467812260376,80.27183958468162,74
13.003793191723435,80.10089962481183,65
12.95149851141156,80.12986407585198,53
12.945280492382754,80.16130728772976,13
13.204513191946674,80.21810501204646,63
13.057322387631482,80.1385556052275,76
12.982434631360649,80.19121832637072,49
13.00110253353484,80.19187538361369,77
13.147550885202715,80.12212186748226,97
12.987724758181463,80.27079809328286,16
12.993635388958758,80.15431273432101,71
13.059576197655948,80.13796438512051,22
13.106257159636169,80.33546744373203,11
13.153553605658052,80.27399896073622,80
12.924647305842571,80.23565922575567,10
13.024400044236248,80.27335568227709,89
13.069107486286809,80.30796057417645,75
13.028603776016459,80.25845780577808,3
13.089679021824946,80.32964348167258,50
12.954116446436329,80.14029868985898,78
13.209087132838945,80.28414290812286,30
13.192361667344224,80.16509295320755,76
13.172882172571459,80.19007591862554,49
13.072192678922315,80.14434121763975,45
12.963054778341016,80.25167929952559,65
12.95834129985301,80.3322878334793,98
13.158834534901628,80.33370336362185,87
12.993955174689884,80.22219818264641,9
13.179311068318254,80.11118082376697,94
13.063538372716934,80.16912981543355,10
13.061325118178944,80.23248707489907,31
13.045868933746545,80.25152495231512,90
13.185997727792135,80.16022905133536,85
13.115065521133154,80.3461364733718,19
13.030802732681847,80.17837249642125,90
13.01897288197356,80.13902678669662,57
12.979625746497087,80.31344113219504,65
12.926427741641234,80.34222787623703,14
12.94663168691936,80.18137670559462,58
13.176458986107436,80.313729905047,52
13.01251295451446,80.18887156934727,12
13.038672470955582,80.14794888210186,58
12.937954572803706,80.19542513667118,20
12.954071841321419,80.18675587832107,32
13.014751651920317,80.24634006039717,51
13.129589239975719,80.22885655604199,39
13.173246893302077,80.11885080730177,88
12.97538944823078,80.1302125271028,54
13.154356389865644,80.10364494350401,43
13.067954889060053,80.22867680113274,80
13.091378591398335,80.26272867444423,1
13.056972243899288,80.29233427869454,85
13.118900029462962,80.3373347209362,4
12.93169559488537,80.33462645431393,97
12.957026332465846,80.34991243765835,86
13.158301209515221,80.34938888455343,9
13.091553913993916,80.1504280694977,72
13.199288163738178,80.30005603520944,62
13.010441010922397,80.19995774054544,67
13.182289833631872,80.24879939490741,61
13.03898732738512,80.15029641250686,29
13.201609340130258,80.32501046161273,59
12.93777098097878,80.18207362124694,75
13.094492213032103,80.30281570989001,48
13.11634429195675,80.21862142205312,61
13.043845392667956,80.34688605332292,39
12.982186433876715,80.15873352509438,55
13.155962880564582,80.17140050145149,80
13.045893660734537,80.30624561079748,84
12.98018151915484,80.1090054932812,58
12.98172371856311,80.13844064518065,66
12.961554151930839,80.32178734269661,98
13.16712523749704,80.13893737882208,41
13.098650401547266,80.15044051860349,29
12.976677140630645,80.23393039951654,66
12.98522131818439,80.18776240766422,6
13.15659330708395,80.20773701713502,71
12.948314871629398,80.11928573709886,45
13.076169162083287,80.11928419578554,45
12.980241247265345,80.22673004159533,89
13.157520360104938,80.34931288371186,67
12.92041235465119,80.29595881732519,7
13.105524600432517,80.34843842334307,95
13.12630482441807,80.19998149905068,29
13.152432605270883,80.32094894699186,88
13.09914223145051,80.1809988965967,4
13.202013994472214,80.32151173793677,52
13.144162411135888,80.33022302610658,3
12.965067655274,80.11057040661775,87
13.122956939774339,80.30797000940204,72
13.108546679836715,80.16413841988964,67
12.99633128364234,80.23057719441567,98
13.00311308633696,80.14859449415695,3
12.926235597745425,80.29108007955824,60
13.072698703193172,80.11397192450295,51
13.031877850423887,80.20897296963714,43
13.154500456284163,80.3037700503221,45
13.106109535283425,80.18835009731269,12
12.99075775413969,80.20679812552984,74
13.004365182905056,80.1279427632254,26
13.049423987193148,80.34501058228005,39
12.979774642939114,80.30032233014217,44
13.179682602217449,80.25927550819061,91
13.035208448628204,80.15794830904953,47
13.050748966772847,80.23478708370814,97
13.189924402017517,80.27006176959685,7
13.119875236751158,80.18269327135748,0
13.106545950256423,80.29980569501038,58
13.001154147915202,80.18958750184153,82
13.202490299123701,80.32822834455061,51
12.99918127626211,80.16895698705912,78
13.158706817284003,80.17228194753606,25
12.925108353915014,80.13568181047393,10
12.947854351709058,80.34935564938503,59
13.113395757283191,80.19406005597841,83
12.976968447502355,80.10684755896469,82
13.081636585993596,80.14338524309973,69
13.163725894684626,80.2281898291749,40
13.125747375970825,80.10033675631533,95
12.955453802645998,80.22163304354207,83
13.162618657035509,80.2705554526049,59
12.935754055147694,80.20189920103466,3
13.092080794190814,80.3215458452552,56
13.013437596285398,80.23661983141517,43
13.114226405365443,80.27543212929832,8
13.162786897310108,80.1351995522488,90
13.189864290668549,80.18790869071064,42
12.9306459847298,80.25021704148786,81
13.031282384330376,80.15602796674159,50
13.171327005474318,80.25406233920563,39
13.070142085636876,80.2910798828473,68
12.988484958044012,80.1356392158304,49
12.931599835514723,80.31848245876495,60
13.120433265736617,80.1157050299067,60
13.136033354560904,80.19305392400453,1
13.071677330915719,80.11078038597485,81
12.98219001568373,80.24467823671546,45
13.209733868055475,80.26285806002292,36
13.108965848137615,80.3349566858058,42
13.136216189120697,80.18273532724047,2
13.063330313489157,80.3215131961495,97
13.109143208512712,80.13534149658767,84
13.030846093732203,80.29741707056706,90
13.13065081075074,80.29643227827852,2
13.053642106955891,80.19713289663072,59
12.99120054648721,80.24581172708405,71
12.92315571367119,80.10803355176081,17
13.166413468221513,80.25325171846596,91
13.00661496830168,80.34819127603394,10
13.144434813654975,80.21485703101278,82
13.149767416545407,80.20977416478355,92
13.131131184784344,80.2948115707722,68
13.180050253586304,80.1326731509758,94
13.074805905416929,80.15348870894671,95
13.1331364303138,80.32184489027199,4
13.076167444299257,80.1602508001121,89
13.007161204857127,80.13825049953006,45
12.969479900200989,80.13364741022517,32
13.060877403659081,80.33296472323151,22
12.939235437165019,80.11833501245287,87
13.025714236003989,80.3008386035528,50
13.18181716397441,80.3014188783694,13
13.009719323705772,80.23230748553283,82
12.947141265258717,80.15216422229891,68
13.029076181777109,80.12827916067519,85
12.983886055132126,80.11429382748025,15
13.051212309768601,80.23857443721205,61
13.079379711240843,80.34426304469395,48
12.973996082565318,80.12602599358138,38
13.182289213925335,80.3483118578003,58
13.10088340414797,80.25683104321803,20
13.109362060523603,80.29601465077104,46
13.025621474669821,80.28921711015285,47
13.13218947318761,80.16675356653265,98
12.993347061310331,80.1136003867796,90
13.082011975695577,80.22712202576223,97
13.170959201817737,80.14784399637047,82
12.928321394359767,80.25694592810113,33
13.014372921503456,80.14117638178757,7
13.189765622527576,80.20674477559344,92
13.124154725249042,80.33708327019838,94
12.921021816921472,80.30580185472228,70
12.93769369448915,80.250716608264,17
13.13824464283857,80.1207098535832,63
12.952940042344498,80.12622400652172,44
13.027296754910722,80.30685976129307,58
12.969814859184769,80.21441833494023,81
12.978238669589315,80.3227742909348,77
13.201928150748552,80.10232834685917,39
13.098864411667222,80.28282124578114,81
12.990488609150288,80.23299470591243,33
12.924991934144852,80.25903101128759,23
12.968372270693116,80.26895495641415,1
12.990332692069881,80.31898325962557,66
13.047679888248194,80.19987032947128,68
13.030469522660615,80.1731269303781,61
13.041627649742377,80.1323459400823,87
13.198918191898716,80.20380102861154,94
13.099119413503397,80.32208092121968,41
13.184644273568138,80.12061803577402,14
13.020143144732252,80.18457315506345,33
12.93569475612096,80.14817969529352,54
13.104632835680379,80.30570376624281,8
12.949316685108956,80.31986237071489,30
12.959066888173531,80.14583684953469,19
12.969705183789982,80.19398398508451,56
13.194910189680119,80.15964502416533,33
13.04363928817407,80.25680667606292,44
12.936705681340204,80.30445989441063,11
13.202103065017576,80.23061304747377,98
13.053319913618543,80.20603191400053,33
12.967149470557553,80.25806383659318,29
13.054043281067276,80.10982248390367,18
12.995766680042589,80.15857361205977,52
13.15522047548437,80.20689824926043,14
13.01850113613282,80.1867891114252,2
13.106891308307384,80.3385578196707,6
13.102268326979091,80.18297661761761,22
13.074061259971028,80.10342008919251,93
12.9720679707429,80.1373374395114,33
13.04829559068627,80.18870995099292,58
13.177780073759513,80.13988588513531,58
13.02678336772234,80.16090780291289,32
13.066156250308003,80.25250359880717,9
13.096523069954108,80.1407432424629,7
13.090936141501459,80.16746747643302,33
12.928861194519174,80.13594490109804,69
13.12895143421249,80.2872326980021,37
13.10685186424667,80.30844590742987,32
12.922888532119911,80.25338719693539,98
13.175627499603364,80.27450260584487,29
12.985245270801139,80.22444102122708,17
13.205324966054391,80.30091287129123,15
13.138485931690616,80.1383143194524,83
12.950292978312412,80.18509274955603,20
12.94694318919464,80.34880997229683,72
13.208729461363935,80.31998920551226,69
13.03206679567019,80.19052117787132,83
12.927846030769544,80.33051209516033,63
13.010140088605926,80.11493403599722,86
13.118027550118239,80.29168457930827,13
13.165240520685446,80.19236264801067,52
13.133217248813306,80.29060776313028,63
13.13702647578776,80.19999659257572,7
13.130406161093811,80.20064155175824,89
13.110619594844634,80.27200626553415,86
13.064369549691182,80.2022833457485,27
13.200761321674666,80.25848061118653,24
13.08963134699837,80.19603584065227,5
13.10283810879038,80.17777933237049,92
13.014090089385519,80.24881377121451,95
13.106363411468246,80.23234226050386,11
13.026618507068745,80.33234416228434,73
13.156086338394134,80.10845729414382,3
12.934012246827395,80.33413245299045,96
13.035797836970413,80.18476800989818,85
13.010819750501483,80.29886990017009,22
13.151515172178064,80.34738250225023,10
13.07831529064092,80.26948639116948,72
13.08328597941164,80.22429892758727,40
13.101131376163652,80.34421318357576,56
12.957537722260122,80.23546386561704,1
12.983161067037924,80.2913717307208,67
13.022308809357227,80.13410499584126,58
13.083249008677653,80.25270349908648,23
12.935912649613222,80.25554119125468,74
12.958605646026971,80.15811063395198,39
12.95504018431676,80.28513025429977,4
13.092589822347172,80.17603578515934,0
13.067317877800441,80.18172604744133,53
12.989958613260253,80.25022575949038,38
13.136992673837204,80.24690787729375,5
13.113363889867658,80.18631968887684,63
13.20589908818409,80.1700012908095,100
13.072312739974516,80.32492814736071,23
12.985662826693387,80.32664127282078,66
12.983987065705248,80.16600452425708,61
13.028519640122074,80.27366738747929,68
12.98394020659896,80.3310339295825,23
13.201473992458723,80.34795523439473,8
13.114504234296351,80.21479041412209,3
13.03581953413768,80.15614129067444,71
13.124646289187444,80.14371051845343,100
12.929412854604386,80.34939993321069,4
13.174910318821558,80.26962646808252,0
13.114518737368414,80.26340542465947,35
12.97891796774846,80.34080238398042,83
